Price,Min_Price,Brand,Model,Year of Manufacture,Kilometer Driven,Địa điểm,Thời gian đăng
23.500.000 đ,25 triệu,Honda,MSX 125,2020,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 10 ngày trước
9.800 đ,9 triệu,Honda,Air Blade,2012,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
3.800 đ,6 triệu,Honda,Wave,2010,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
57.500.000 đ,57 triệu,Honda,SH,2018,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
13.500.000 đ,9 triệu,Piaggio,Liberty,2015,15,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
8.900 đ,6 triệu,Yamaha,Sirius,2012,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
67.000.000 đ,69 triệu,Honda,SH,2021,18000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 10 ngày trước
39.500.000 đ,39 triệu,Honda,SH,2015,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
32.000.000 đ,Price not available,KTM,Duke 200,2015,30000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 10 ngày trước
7.200.000 đ,17 triệu,Piaggio,Vespa,2014,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
20.000.000 đ,15 triệu,Honda,Dream,1998,3838,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 10 ngày trước
80.000.000 đ,100 triệu,Honda,SH,2012,60000,"Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",Đăng 10 ngày trước
49.800.000 đ,73 triệu,Honda,SH,2022,9000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 10 ngày trước
12.500.000 đ,Price not available,Honda,Nova,2015,20000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
19.000.000 đ,16 triệu,Honda,Lead,2016,19000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
25.500.000 đ,21 triệu,Honda,Vision,2020,12395,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 24 ngày trước
58.000.000 đ,56 triệu,Honda,SH,2017,17,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
7.800.000 đ,5 triệu,Yamaha,Jupiter,2010,35000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 18 ngày trước
2.100.000 đ,2 triệu,SYM,Attila,2008,3000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
9.800.000 đ,6 triệu,Yamaha,Sirius,2012,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
14.800.000 đ,9 triệu,Honda,Wave,2004,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
3.200.000 đ,3 triệu,SYM,Attila,2012,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
13.500.000 đ,12 triệu,SYM,Star,2018,123,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
18.800.000 đ,13 triệu,Honda,Winner,2017,54000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
15.500.000 đ,11 triệu,Honda,Vision,2013,23,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
63.800.000 đ,61 triệu,Piaggio,Vespa,2023,7700,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
35.800.000 đ,26 triệu,Piaggio,Vespa,2016,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
26.500.000 đ,20 triệu,Honda,Vision,2019,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
18.500.000 đ,15 triệu,Yamaha,Jupiter,2019,17,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
42.500.000 đ,31 triệu,Honda,Air Blade,2022,15000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
26.000.000 đ,20 triệu,Honda,Air Blade,2016,18000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
24.900.000 đ,23 triệu,Suzuki,Raider,2022,333333,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
7.500.000 đ,7 triệu,Honda,Click,2010,59,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",NaN
34.000.000 đ,27 triệu,Honda,SH Mode,2015,19,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
29.500.000 đ,26 triệu,Honda,Vision,2022,5,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
9.800.000 đ,7 triệu,Honda,Lead,2012,55555,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
7.500.000 đ,37 triệu,Honda,Dòng khác,2012,100000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
19.500.000 đ,23 triệu,Piaggio,Primavera,2016,35000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 19 ngày trước
6.500.000 đ,5 triệu,Yamaha,Mio,2009,46429,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
12.900.000 đ,8 triệu,Yamaha,Sirius,2017,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
58.000.000 đ,57 triệu,Honda,SH,2018,17,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 20 ngày trước
65.000.000 đ,57 triệu,Honda,ADV 150,2021,6000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
36.000.000 đ,73 triệu,Honda,SH,2022,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
7.300.000 đ,5 triệu,Halim,Dòng khác,2017,3000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
6.800.000 đ,7 triệu,Yamaha,Jupiter,2008,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
8.000.000 đ,7 triệu,Yamaha,Jupiter,2014,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
26.000.000 đ,48 triệu,Honda,SH,2006,12345,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
40.000.000 đ,36 triệu,Suzuki,Dòng khác,1999,555555,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
67.000.000 đ,62 triệu,Honda,SH,2019,750000,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
10.000.000 đ,7 triệu,Kymco,K-Pipe,2019,27000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
8.500.000 đ,6 triệu,Yamaha,Sirius,2011,2000,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
3.700.000 đ,3 triệu,SYM,Attila,2011,123,"Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
4.000.000 đ,3 triệu,Yamaha,Nouvo,2010,800000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
33.000.000 đ,36 triệu,Honda,Vario,2023,14000,"Phường Nam Dương, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
18.900.000 đ,13 triệu,Honda,Air Blade,2013,50000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
32.000.000 đ,27 triệu,Yamaha,R,2019,3838,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
33.500.000 đ,27 triệu,Honda,Winner X,2024,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
21.000.000 đ,16 triệu,Honda,Air Blade,2015,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
6.500.000 đ,5 triệu,SYM,Husky,2009,9898,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
19.800.000 đ,14 triệu,Yamaha,Cuxi,2011,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
5.200.000 đ,4 triệu,SYM,Attila,2013,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
8.600.000 đ,5 triệu,Yamaha,Mio,2010,5000,"Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
11.000.000 đ,5 triệu,Honda,Cub,trước năm 1980,20000,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 11 ngày trước
8.000.000 đ,7 triệu,Honda,Lead,2011,77,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",NaN
7.500.000 đ,3 triệu,Hãng khác,Dòng khác,2008,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
14.500.000 đ,8 triệu,Piaggio,Vespa,2012,25000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
13.500.000 đ,13 triệu,Hãng khác,Dòng khác,2024,Không có thông tin,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
10.500.000 đ,4 triệu,SYM,Attila,2015,12000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
14.000.000 đ,11 triệu,Honda,Vision,2014,25000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
8.800.000 đ,11 triệu,Honda,Wave,2003,123456,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 11 ngày trước
10.500.000 đ,7 triệu,Piaggio,Liberty,2013,15000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
11.000.000 đ,7 triệu,Piaggio,Liberty,2013,15000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 18 ngày trước
4.500.000 đ,3 triệu,Hãng khác,Dòng khác,2008,145678,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 11 ngày trước
9.300.000 đ,7 triệu,Honda,Lead,2012,8656,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
6.100.000 đ,6 triệu,Honda,Lead,2010,8966,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
3.800.000 đ,12 triệu,Yamaha,Mio,2025,12345,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 11 ngày trước
11.900.000 đ,11 triệu,Honda,Vision,2014,33333,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 11 ngày trước
7.900.000 đ,17 triệu,Piaggio,Vespa,2014,30,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 23 ngày trước
4.200.000 đ,7 triệu,Yamaha,Jupiter,2008,34000,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Đăng 11 ngày trước
30.000.000 đ,26 triệu,Honda,Lead,2020,35000,"Phường Nam Dương, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
40.000.000 đ,27 triệu,GPX,Legend Gentleman 200,2021,1,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
14.500.000 đ,14 triệu,Yamaha,Janus,2019,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
6.999.999 đ,9 triệu,Yamaha,Sirius,2019,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
56.000.000 đ,56 triệu,Honda,SH,2017,70000,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 12 ngày trước
35.000.000 đ,31 triệu,Honda,Air Blade,2022,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 12 ngày trước
4.900.000 đ,Price not available,Nioshima,Dòng khác,2019,25000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
29.900.000 đ,13 triệu,Yamaha,Exciter,2013,0,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
495.000.000 đ,59 triệu,Piaggio,Vespa,2024,4200,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
14.500.000 đ,16 triệu,Honda,Future,2005,55000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
79.800.000 đ,77 triệu,Honda,SH,2024,2000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 13 ngày trước
43.500.000 đ,42 triệu,Yamaha,Exciter,2010,75,"Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
28.500.000 đ,20 triệu,Honda,Scoopy,2019,12000,"Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
16.500.000 đ,14 triệu,Yamaha,Exciter,2016,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
11.300.000 đ,11 triệu,SYM,Galaxy,2022,15000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
18.500.000 đ,22 triệu,Yamaha,Nvx,2019,39000,"Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
14.500.000 đ,15 triệu,Yamaha,Grande,2016,20000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
21.800.000 đ,16 triệu,Honda,Vision,2016,1234,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
8.700.000 đ,17 triệu,Piaggio,Vespa,2014,50000,"Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
29.500.000 đ,28 triệu,Yamaha,Grande,2021,12345,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
8.500.000 đ,10 triệu,Hãng khác,Dòng khác,2022,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
8.800.000 đ,6 triệu,Honda,Wave,2011,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
21.000.000 đ,18 triệu,Honda,Lead,2017,12345,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
19.800.000 đ,15 triệu,Honda,Lead,2015,12345,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
49.800.000 đ,40 triệu,Piaggio,Vespa,2020,20000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
22.000.000 đ,15 triệu,Yamaha,Grande,2015,18000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
14.800.000 đ,12 triệu,Honda,Air Blade,2010,12345,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
22.500.000 đ,16 triệu,Honda,Air Blade,2015,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
65.000.000 đ,62 triệu,Honda,SH,2019,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
59.000.000 đ,54 triệu,Piaggio,Sprint,2021,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
39.500.000 đ,36 triệu,Piaggio,Vespa,2017,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
28.000.000 đ,11 triệu,Honda,Dylan,2005,15000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
12.500.000 đ,12 triệu,Honda,Air Blade,2010,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
43.500.000 đ,66 triệu,Honda,SH,2020,16000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
10.700.000 đ,7 triệu,Honda,Wave,2013,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
40.000.000 đ,31 triệu,Piaggio,Sprint,2017,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
66.000.000 đ,69 triệu,Honda,SH,2021,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
68.000.000 đ,40 triệu,Honda,SH,2007,15000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 24 ngày trước
18.500.000 đ,14 triệu,Honda,Lead,2014,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
58.800.000 đ,57 triệu,Honda,SH,2018,16000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
155.555.555 đ,Price not available,Triumph,Dòng khác,2024,800,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
2.500.000 đ,2 triệu,SYM,Attila,2009,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 12 ngày trước
45.000.000 đ,76 triệu,Honda,SH,2009,99999,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
9.500.000 đ,21 triệu,Honda,Cub,2020,0,"Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",Đăng 12 ngày trước
5.700.000 đ,4 triệu,SYM,Elizabeth,2014,3000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 12 ngày trước
68.500.000 đ,58 triệu,Yamaha,XSR,2021,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",NaN
9.000.000 đ,6 triệu,Honda,Lead,2010,25000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
33.000.000 đ,27 triệu,Honda,Lead,2021,9000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
10.000.000 đ,13 triệu,Honda,Future,2001,2500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
13.500.000 đ,12 triệu,Honda,Future,2014,15000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
17.500.000 đ,15 triệu,Yamaha,Grande,2015,2500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
3.500.000 đ,3 triệu,Hãng khác,Dòng khác,2001,22222,"Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
26.500.000 đ,20 triệu,Yamaha,Exciter,2019,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
70.000.000 đ,62 triệu,Honda,SH,2019,500000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
15.000.000 đ,Price not available,Kymco,Dòng khác,2024,3,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 12 ngày trước
40.000.000 đ,36 triệu,Honda,CB,2004,45000,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 12 ngày trước
3.900.000 đ,3 triệu,Yamaha,Nouvo,2010,8000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
5.500.000 đ,3 triệu,SYM,Elizabeth,2011,0,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 12 ngày trước
30.000.000 đ,23 triệu,Piaggio,Vespa,2015,18,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 12 ngày trước
17.500.000 đ,13 triệu,Yamaha,Janus,2018,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
10.500.000 đ,22 triệu,Yamaha,Exciter,2020,30,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
12.200.000 đ,12 triệu,Honda,Air Blade,2010,123,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 20 ngày trước
34.500.000 đ,30 triệu,Honda,SH Mode,2016,16000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
39.500.000 đ,35 triệu,Honda,SH Mode,2018,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 12 ngày trước
40.000.000 đ,39 triệu,Honda,SH,2015,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 12 ngày trước
2.500.000 đ,5 triệu,Yamaha,Nouvo,2012,999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
18.500.000 đ,15 triệu,Honda,Air Blade,2014,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
3.500.000 đ,3 triệu,SYM,Elizabeth,2009,49999,"Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
3.900.000 đ,5 triệu,Yamaha,Mio,2010,999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
19.500.000 đ,16 triệu,Honda,Air Blade,2015,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 12 ngày trước
26.800.000 đ,20 triệu,Yamaha,Exciter,2019,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
12.000.000 đ,8 triệu,Piaggio,Liberty,2014,30,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
52.500.000 đ,36 triệu,Honda,Air Blade,2023,7,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
9.000.000 đ,7 triệu,Piaggio,Liberty,2012,2500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 12 ngày trước
42.500.000 đ,36 triệu,Piaggio,Vespa,2017,10,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
74.800.000 đ,77 triệu,Honda,SH,2024,1300,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 13 ngày trước
57.500.000 đ,51 triệu,Honda,CBR,2025,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 21 ngày trước
4.500.000 đ,6 triệu,Honda,Win,2016,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
45.500.000 đ,40 triệu,Piaggio,Vespa,2019,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
25.500.000 đ,23 triệu,Honda,Lead,2018,12,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
37.000.000 đ,32 triệu,Honda,Air Blade,2021,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 13 ngày trước
20.500.000 đ,15 triệu,Honda,Lead,2015,15,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
65.000.000 đ,57 triệu,Honda,SH,2018,17,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 13 ngày trước
9.500.000 đ,15 triệu,Yamaha,Exciter,2011,50000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 13 ngày trước
7.900.000 đ,41 triệu,Honda,Lead,2025,30000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 19 ngày trước
2.900.000 đ,3 triệu,Yamaha,Nouvo,2006,999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
5.200.000 đ,5 triệu,Yamaha,Nouvo,2012,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
52.500.000 đ,36 triệu,Honda,Air Blade,2023,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
3.700.000 đ,6 triệu,Yamaha,Dòng khác,2012,30000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
23.500.000 đ,16 triệu,Yamaha,Grande,2018,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
37.500.000 đ,31 triệu,Honda,Air Blade,2022,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
34.500.000 đ,31 triệu,Piaggio,Sprint,2016,12345,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
30.500.000 đ,22 triệu,Honda,Scoopy,2020,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
21.500.000 đ,16 triệu,Honda,Air Blade,2015,12315,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 13 ngày trước
45.000.000 đ,41 triệu,Suzuki,Crystal,1996,12345,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 13 ngày trước
43.500.000 đ,36 triệu,Honda,Vario,2023,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
27.800.000 đ,24 triệu,Honda,Air Blade,2019,12345,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 23 ngày trước
25.500.000 đ,20 triệu,Honda,Air Blade,2017,15000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 20 ngày trước
20.500.000 đ,14 triệu,Yamaha,Grande,2014,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 13 ngày trước
