Price,Year of Manufacture,Kilometer Driven,name,Showroom_Price
31000000,2015,25.0,11,23000000.0
5500000,2010,100.0,11,6000000.0
21000000,2015,25.0,19,15000000.0
3800000,2012,32764.0,10,5000000.0
25000000,2018,1000.0,9,16000000.0
9000000,2012,30.0,8,6000000.0
45000000,2015,330000.0,18,39000000.0
7900000,2013,25000.0,7,7000000.0
72500000,2022,9000.0,15,56000000.0
57000000,2018,10000.0,18,57000000.0
4700000,2012,100000.0,0,3000000.0
22000000,2020,25000.0,53,20000000.0
4500000,2011,1234.0,0,3000000.0
2700000,2011,20000.0,16,4000000.0
3900000,2015,23654.0,7,8000000.0
3200000,2011,4231.0,86,3000000.0
8700000,2013,1234.0,7,7000000.0
3750000,2009,716320.0,0,2000000.0
21000000,2015,6868.0,1,16000000.0
7900,2011,12345.0,27,7000000.0
37500000,2020,14.0,20,32000000.0
8700000,2015,1221.0,34,7000000.0
10500000,2022,2.0,87,22992708.333333332
34500000,2021,25000.0,54,34000000.0
36800000,2023,3838.0,1,36000000.0
6900000,2010,30.0,34,5000000.0
13900000,2024,123.0,57,12000000.0
67000000,2021,12000.0,18,69000000.0
28500000,2018,12000.0,1,22000000.0
13300000,2019,12426.0,7,11000000.0
34800000,2022,9200.0,1,31000000.0
23500000,2016,16000.0,25,18000000.0
20500000,2017,12496.0,9,16000000.0
11900000,2022,6000.0,57,11000000.0
8000000,2012,15486.0,14,7000000.0
24800000,2020,14000.0,9,22000000.0
17000000,2013,12422.0,9,13000000.0
38500000,2022,18496.0,20,33000000.0
35500000,2021,15486.0,20,32000000.0
7600000,1997,6565.0,88,6000000.0
3900000,2005,63000.0,82,3000000.0
22000000,2011,40.0,38,25000000.0
12500000,2009,40.0,1,8000000.0
26800000,2020,12000.0,19,21000000.0
8500000,2008,123456.0,7,7000000.0
5900000,1999,9999.0,2,7000000.0
56500000,2019,16000.0,18,62000000.0
55000000,2016,24260.0,18,45000000.0
21800000,2016,15000.0,49,15000000.0
21000000,2013,60000.0,9,13000000.0
24500000,2018,21000.0,47,24000000.0
17500000,2016,12345.0,1,20000000.0
17000000,2018,800.0,38,17000000.0
9800000,2013,123456.0,34,7000000.0
21000000,2015,25.0,11,23000000.0
11500000,2016,34500.0,7,9000000.0
40800000,2018,12000.0,6,35000000.0
9600000,2010,12345.0,8,6000000.0
45000000,2018,14.0,59,39000000.0
33000000,2014,12000.0,6,27000000.0
68000,2017,30000.0,18,56000000.0
18500000,2015,12345.0,27,15000000.0
6500000,2007,20000.0,8,6000000.0
15000000,2014,12345.0,19,11000000.0
22500000,2015,12000.0,1,16000000.0
72500000,2019,30000.0,18,62000000.0
37500000,2020,12000.0,20,32000000.0
26500000,2021,12345.0,14,25000000.0
40000000,2022,12.0,20,33000000.0
55000000,2021,14.0,18,69000000.0
3800000,2010,39000.0,43,5000000.0
29000000,2019,18.0,13,20000000.0
5500000,2011,39000.0,0,3000000.0
28500000,2013,12345.0,9,13000000.0
50000000,2020,20.0,68,67000000.0
27500000,2014,12345.0,9,14000000.0
19000000,2015,14.0,27,15000000.0
27500000,2014,12345.0,9,14000000.0
34000000,2020,12315.0,1,30000000.0
22500000,2015,15000.0,1,16000000.0
28500000,2018,14.0,1,22000000.0
10000000,2013,63520.0,51,10000000.0
35500000,2024,1000.0,19,30000000.0
4300000,2010,1234.0,7,6000000.0
56000000,2022,8000.0,6,49000000.0
18900000,2015,20.0,9,15000000.0
26500000,2016,9780.0,21,20000000.0
27500000,2017,352000.0,1,20000000.0
54000000,2021,12000.0,6,45000000.0
32500000,2014,12000.0,6,27000000.0
58500000,2017,1.0,18,56000000.0
93500000,2024,1000.0,18,77000000.0
20000000,2016,15486.0,19,16000000.0
9800000,2013,15164.0,43,6000000.0
24500000,2017,12849.0,1,20000000.0
26700000,2018,15486.0,1,22000000.0
5900000,2009,12121.0,33,5000000.0
28500000,2019,15486.0,1,24000000.0
13500000,2014,399.0,19,11000000.0
9800000,2023,123.0,63,22992708.333333332
21000000,2017,15186.0,49,16000000.0
42000000,2014,14.0,18,37000000.0
39500000,2019,37865.0,20,30000000.0
4500000,2001,300000.0,7,7000000.0
6300000,2012,3000.0,82,10000000.0
29800000,2022,15000.0,19,26000000.0
40500000,2018,20000.0,6,35000000.0
47000000,1998,19000.0,2,13000000.0
4600000,2012,68953.0,16,5000000.0
28500000,2020,9.0,9,22000000.0
27500000,2017,9.0,1,20000000.0
15500000,2024,9.0,89,22992708.333333332
12000000,2018,399.0,10,6000000.0
29000000,2014,50000.0,6,27000000.0
25000000,2022,14.0,5,22000000.0
20500000,2017,1234.0,21,18000000.0
16500000,2014,17.0,90,14000000.0
8500000,2014,12345.0,14,8000000.0
13200000,2019,12345.0,8,9000000.0
11200000,2010,12345.0,34,5000000.0
18500000,2018,14.0,24,13000000.0
25500000,2020,14.0,19,21000000.0
44800000,2024,600.0,1,37000000.0
9000000,2011,3000.0,14,6000000.0
10500000,2013,30.0,32,8000000.0
44500000,2018,30.0,11,36000000.0
34800000,2022,8000.0,24,19000000.0
34800000,2016,15000.0,11,26000000.0
45000000,2018,14.0,11,36000000.0
19500000,2013,24000.0,1,13000000.0
23800000,2018,15000.0,49,16000000.0
10200000,2022,112223.0,11,51000000.0
32000000,2021,15000.0,19,25000000.0
51000000,2022,15000.0,6,49000000.0
16000000,2018,22000.0,17,15000000.0
11500000,2013,12345.0,19,11000000.0
9800000,2012,12345.0,8,6000000.0
22000000,2015,18.0,49,15000000.0
7000000,2002,100.0,7,10000000.0
35500000,2021,1000.0,49,28000000.0
20000000,2014,25.0,1,15000000.0
9700000,2010,1231.0,7,6000000.0
30000000,2018,18.0,1,22000000.0
35500000,2022,12000.0,1,31000000.0
8900000,2011,1234.0,7,6000000.0
34500000,2021,12315.0,19,25000000.0
8900000,2011,12345.0,8,6000000.0
22000000,2021,70000.0,5,18000000.0
78800000,2025,20.0,18,85000000.0
30000000,2019,15424.0,22,27000000.0
28500000,2019,18466.0,1,24000000.0
36200000,2024,15497.0,1,37000000.0
34500000,2024,3505.0,19,30000000.0
4800000,2010,1234.0,28,8000000.0
10500000,1995,39000.0,28,15000000.0
7900000,2014,1221.0,8,7000000.0
7900000,2008,12122.0,34,7000000.0
24000000,2024,3000.0,9,29000000.0
23500000,2017,15.0,9,16000000.0
36500000,2024,1.0,13,33000000.0
39500000,2023,1.0,1,36000000.0
37500000,2024,1.0,20,36000000.0
22500000,2013,123.0,51,10000000.0
21000000,2015,10000.0,49,15000000.0
31500000,2020,10000.0,27,26000000.0
14000000,2014,10000.0,14,8000000.0
10500000,2012,80000.0,7,7000000.0
30000000,1996,6700.0,28,12000000.0
17800000,2019,3838.0,17,15000000.0
22000000,2010,3838.0,18,92000000.0
3800000,2010,123.0,10,3000000.0
40000000,2020,14.0,40,22992708.333333332
14500000,2023,2.0,54,45000000.0
20500000,2014,20000.0,11,17000000.0
65000000,2020,14.0,18,66000000.0
10500000,2020,3000.0,66,12000000.0
25000000,2014,100000.0,44,23000000.0
7500000,1996,456789.0,91,26000000.0
20000000,2010,200000.0,92,15000000.0
42500000,2017,1.0,11,36000000.0
5200000,2002,100000.0,28,6000000.0
26500000,2020,15000.0,9,22000000.0
45000000,2019,14.0,59,40000000.0
21800000,2017,15000.0,9,16000000.0
8500000,2012,100.0,11,8000000.0
168000000,2019,18000.0,18,62000000.0
19000000,2018,12345.0,17,15000000.0
4400000,2010,23456.0,16,3000000.0
5400000,2010,23456.0,7,6000000.0
36500000,2023,12.0,20,36000000.0
19000000,2010,12345.0,1,12000000.0
34500000,2021,10000.0,20,32000000.0
62500000,2020,11000.0,4,87000000.0
5500000,2009,9999.0,16,3000000.0
32500000,2016,123.0,12,50000000.0
33500000,2020,10000.0,84,29000000.0
8700000,2009,15000.0,7,6000000.0
17500000,2019,12.0,87,10000000.0
125000000,2020,140000.0,93,117000000.0
85000000,2024,2000.0,15,64000000.0
20500,2017,17000.0,9,16000000.0
25000000,2002,85000.0,62,9000000.0
29000000,2016,3838.0,25,18000000.0
31500000,2015,30000.0,44,27000000.0
26000000,2018,12000.0,1,22000000.0
4800000,2009,3000.0,86,3000000.0
18500000,2013,131153.0,1,13000000.0
12345678,2023,29000.0,39,50000000.0
4300000,2010,123.0,43,5000000.0
5200000,2013,65000.0,32,8000000.0
10500000,2016,1.0,7,9000000.0
21500000,2016,25000.0,49,15000000.0
3200000,2012,24.0,16,5000000.0
9700000,2011,2500.0,8,6000000.0
34000000,2016,0.0,6,30000000.0
22000000,2015,25000.0,11,23000000.0
9500000,2006,50.0,7,6000000.0
3900000,2010,36.0,0,2000000.0
19500000,2024,25270.475993804852,10,13000000.0
2900000,2010,10000.0,0,2000000.0
11000000,2012,4500.0,1,9000000.0
16500000,2016,12.0,38,14000000.0
18500000,2016,11122.0,14,16000000.0
18500000,2013,1112.0,1,13000000.0
10200000,2016,53546.0,66,6000000.0
9500000,2017,40000.0,43,6000000.0
68500000,2020,12000.0,94,45000000.0
20500000,2019,12341.0,5,16000000.0
54500000,2019,9300.0,59,40000000.0
17000000,2003,5000.0,8,4000000.0
17500000,1994,16.0,2,11000000.0
15700000,2018,12.0,34,12000000.0
19000000,2016,12.0,1,20000000.0
8500000,2011,9999.0,9,15000000.0
14800000,1996,123456.0,28,12000000.0
26500000,2015,123.0,9,15000000.0
6800000,2019,1234.0,7,11000000.0
35500000,2016,25.0,11,26000000.0
8000000,2014,200000.0,14,8000000.0
21000000,2015,23000.0,9,15000000.0
34000000,2015,19.0,6,27000000.0
19800000,2018,28000.0,19,18000000.0
2900000,2011,150000.0,0,3000000.0
19800000,2017,1221.0,9,16000000.0
7500000,2008,100.0,95,22992708.333333332
45500000,2010,200000.0,1,12000000.0
40000000,2007,0.0,18,40000000.0
8800000,2008,123456.0,8,6000000.0
4600000,2013,1234.0,0,4000000.0
7800000,2014,1234.0,8,7000000.0
8500000,2010,1234.0,8,6000000.0
25800000,2023,15496.0,5,24000000.0
22500000,2023,6000.0,24,20000000.0
3900000,2007,15000.0,10,3000000.0
24500000,2021,12486.0,38,22000000.0
24000000,2020,15486.0,9,22000000.0
26500000,2019,10000.0,19,20000000.0
18000000,2019,10000.0,24,14000000.0
8000000,2004,65.0,7,9000000.0
35500000,2021,1.0,1,32000000.0
9800000,2017,35.0,8,8000000.0
27800000,2018,16000.0,1,22000000.0
7800000,2008,23456.0,7,7000000.0
10900000,2012,30.0,8,6000000.0
8300000,2018,30.0,66,8000000.0
7500000,2012,9999.0,1,9000000.0
25500000,2025,123.0,51,13000000.0
57000000,2025,1.0,39,51000000.0
9500000,2010,797979.0,8,6000000.0
23000000,2017,14.0,19,17000000.0
12500000,2016,25000.0,8,7000000.0
17500000,2018,12.0,96,8000000.0
9200000,2019,18.0,1,24000000.0
8000000,2011,12.0,12,7000000.0
52500000,2017,30.0,20,47000000.0
5200000,2004,60000.0,2,5000000.0
56500000,2020,12000.0,59,52000000.0
7800000,2011,13579.0,8,6000000.0
70000000,2022,9000.0,59,58000000.0
8500000,2017,100000.0,9,16000000.0
13000000,2014,39000.0,14,8000000.0
39800000,2024,7000.0,1,37000000.0
13500000,2013,25000.0,11,10000000.0
13000000,2008,100.0,38,23000000.0
36000000,2016,14.0,6,30000000.0
18500000,2010,1.0,8,6000000.0
10500000,2011,200000.0,1,10000000.0
9200000,2013,23456.0,43,6000000.0
23500000,2020,100000.0,3,25000000.0
9800,2012,123456.0,1,9000000.0
3800,2010,123456.0,7,6000000.0
57500000,2018,12.0,18,57000000.0
13500000,2015,15.0,14,9000000.0
8900,2012,123456.0,8,6000000.0
67000000,2021,18000.0,18,69000000.0
39500000,2015,1.0,18,39000000.0
32000000,2015,30000.0,97,22992708.333333332
7200000,2014,9999.0,11,17000000.0
20000000,1998,3838.0,28,15000000.0
80000000,2012,60000.0,18,100000000.0
49800000,2022,9000.0,18,73000000.0
12500000,2015,20000.0,98,22992708.333333332
19000000,2016,19000.0,27,16000000.0
25500000,2020,12395.0,19,21000000.0
58000000,2017,17.0,18,56000000.0
7800000,2010,35000.0,34,5000000.0
2100000,2008,3000.0,0,2000000.0
9800000,2012,12345.0,8,6000000.0
14800000,2004,123456.0,7,9000000.0
3200000,2012,9999.0,0,3000000.0
13500000,2018,123.0,99,12000000.0
18800000,2017,54000.0,17,13000000.0
15500000,2013,23.0,19,11000000.0
63800000,2023,7700.0,11,61000000.0
35800000,2016,15000.0,11,26000000.0
26500000,2019,6868.0,19,20000000.0
18500000,2019,17.0,34,15000000.0
42500000,2022,15000.0,1,31000000.0
26000000,2016,18000.0,1,20000000.0
24900000,2022,333333.0,71,23000000.0
7500000,2010,59.0,12,7000000.0
34000000,2015,19.0,6,27000000.0
29500000,2022,5.0,19,26000000.0
9800000,2012,55555.0,27,7000000.0
7500000,2012,100000.0,51,37000000.0
19500000,2016,35000.0,40,23000000.0
6500000,2009,46429.0,43,5000000.0
12900000,2017,12345.0,8,8000000.0
58000000,2018,17.0,18,57000000.0
65000000,2021,6000.0,100,57000000.0
36000000,2022,14.0,18,73000000.0
7300000,2017,3000.0,82,5000000.0
6800000,2008,1234.0,34,7000000.0
8000000,2014,100.0,34,7000000.0
26000000,2006,12345.0,18,48000000.0
40000000,1999,555555.0,101,36000000.0
67000000,2019,750000.0,18,62000000.0
10000000,2019,27000.0,102,7000000.0
8500000,2011,2000.0,8,6000000.0
3700000,2011,123.0,0,3000000.0
4000000,2010,800000.0,16,3000000.0
33000000,2023,14000.0,20,36000000.0
18900000,2013,50000.0,1,13000000.0
32000000,2019,3838.0,22,27000000.0
33500000,2024,1.0,5,27000000.0
21000000,2015,6868.0,1,16000000.0
6500000,2009,9898.0,95,5000000.0
19800000,2011,6868.0,75,14000000.0
5200000,2013,1234.0,0,4000000.0
8600000,2010,5000.0,43,5000000.0
11000000,1980,20000.0,2,5000000.0
8000000,2011,77.0,27,7000000.0
7500000,2008,50000.0,10,3000000.0
14500000,2012,25000.0,11,8000000.0
13500000,2024,25270.475993804852,10,13000000.0
10500000,2015,12000.0,0,4000000.0
14000000,2014,25000.0,19,11000000.0
8800000,2003,123456.0,7,11000000.0
10500000,2013,15000.0,14,7000000.0
11000000,2013,15000.0,14,7000000.0
4500000,2008,145678.0,10,3000000.0
9300000,2012,8656.0,27,7000000.0
6100000,2010,8966.0,27,6000000.0
3800000,2025,12345.0,43,12000000.0
11900000,2014,33333.0,19,11000000.0
7900000,2014,30.0,11,17000000.0
4200000,2008,34000.0,34,7000000.0
30000000,2020,35000.0,27,26000000.0
40000000,2021,1.0,103,27000000.0
14500000,2019,123.0,24,14000000.0
6999999,2019,15000.0,8,9000000.0
56000000,2017,70000.0,18,56000000.0
35000000,2022,14.0,1,31000000.0
4900000,2019,25000.0,104,22992708.333333332
29900000,2013,0.0,9,13000000.0
495000000,2024,4200.0,11,59000000.0
14500000,2005,55000.0,38,16000000.0
79800000,2024,2000.0,18,77000000.0
43500000,2010,75.0,9,42000000.0
28500000,2019,12000.0,13,20000000.0
16500000,2016,123.0,9,14000000.0
11300000,2022,15000.0,57,11000000.0
18500000,2019,39000.0,21,22000000.0
14500000,2016,20000.0,49,15000000.0
21800000,2016,1234.0,19,16000000.0
8700000,2014,50000.0,11,17000000.0
29500000,2021,12345.0,49,28000000.0
8500000,2022,12345.0,10,10000000.0
8800000,2011,12345.0,7,6000000.0
21000000,2017,12345.0,27,18000000.0
19800000,2015,12345.0,27,15000000.0
49800000,2020,20000.0,11,40000000.0
22000000,2015,18000.0,49,15000000.0
14800000,2010,12345.0,1,12000000.0
22500000,2015,12000.0,1,16000000.0
65000000,2019,12000.0,18,62000000.0
59000000,2021,12000.0,59,54000000.0
39500000,2017,12000.0,11,36000000.0
28000000,2005,15000.0,23,11000000.0
12500000,2010,123.0,1,12000000.0
43500000,2020,16000.0,18,66000000.0
10700000,2013,12.0,7,7000000.0
40000000,2017,12000.0,59,31000000.0
66000000,2021,12000.0,18,69000000.0
68000000,2007,15000.0,18,40000000.0
18500000,2014,123.0,27,14000000.0
58800000,2018,16000.0,18,57000000.0
155555555,2024,800.0,105,22992708.333333332
2500000,2009,100.0,0,2000000.0
45000000,2009,99999.0,18,76000000.0
9500000,2020,0.0,2,21000000.0
5700000,2014,3000.0,35,4000000.0
68500000,2021,10000.0,15,58000000.0
9000000,2010,25000.0,27,6000000.0
33000000,2021,9000.0,27,27000000.0
10000000,2001,2500.0,38,13000000.0
13500000,2014,15000.0,38,12000000.0
17500000,2015,2500.0,49,15000000.0
3500000,2001,22222.0,10,3000000.0
26500000,2019,1.0,9,20000000.0
70000000,2019,500000.0,18,62000000.0
15000000,2024,3.0,63,22992708.333333332
40000000,2004,45000.0,4,36000000.0
3900000,2010,8000.0,16,3000000.0
5500000,2011,0.0,35,3000000.0
30000000,2015,18.0,11,23000000.0
17500000,2018,1.0,24,13000000.0
10500000,2020,30.0,9,22000000.0
12200000,2010,123.0,1,12000000.0
34500000,2016,16000.0,6,30000000.0
39500000,2018,12000.0,6,35000000.0
40000000,2015,25.0,18,39000000.0
2500000,2012,999.0,16,5000000.0
18500000,2014,123.0,1,15000000.0
3500000,2009,49999.0,35,3000000.0
3900000,2010,999.0,43,5000000.0
19500000,2015,100.0,1,16000000.0
26800000,2019,12.0,9,20000000.0
12000000,2014,30.0,14,8000000.0
52500000,2023,7.0,1,36000000.0
9000000,2012,2500.0,14,7000000.0
42500000,2017,10.0,11,36000000.0
74800000,2024,1300.0,18,77000000.0
57500000,2025,1.0,39,51000000.0
4500000,2016,9999.0,80,6000000.0
45500000,2019,12.0,11,40000000.0
25500000,2018,12.0,27,23000000.0
37000000,2021,12000.0,1,32000000.0
20500000,2015,15.0,27,15000000.0
65000000,2018,17.0,18,57000000.0
9500000,2011,50000.0,9,15000000.0
7900000,2025,30000.0,27,41000000.0
2900000,2006,999.0,16,3000000.0
5200000,2012,1234.0,16,5000000.0
52500000,2023,1.0,1,36000000.0
3700000,2012,30000.0,54,6000000.0
23500000,2018,1.0,49,16000000.0
37500000,2022,1.0,1,31000000.0
34500000,2016,12345.0,59,31000000.0
30500000,2020,12345.0,13,22000000.0
21500000,2015,12315.0,1,16000000.0
45000000,1996,12345.0,106,41000000.0
43500000,2023,1.0,20,36000000.0
27800000,2019,12345.0,1,24000000.0
25500000,2017,15000.0,1,20000000.0
20500000,2014,1.0,49,14000000.0
22500000,2016,1.0,14,16000000.0
23500000,2020,1.0,5,17000000.0
4567899,2011,123456.0,0,3000000.0
26000000,2020,15000.0,9,22000000.0
34000000,2015,18.0,6,27000000.0
18500000,2013,12345.0,9,13000000.0
13500000,2023,3943.0,10,11000000.0
17500000,2016,19.0,14,16000000.0
10500000,2009,1.0,1,8000000.0
14500000,2018,50000.0,34,12000000.0
27500000,2020,11000.0,9,22000000.0
67500000,2022,15.0,18,73000000.0
68500000,2022,6000.0,15,56000000.0
69500000,2024,3900.0,15,64000000.0
8500000,2011,8079.0,27,7000000.0
12500000,2014,15000.0,9,14000000.0
32000000,2015,1500.0,18,39000000.0
14500000,2017,3838.0,24,12000000.0
83333333,2022,16000.0,2,39000000.0
5800000,2015,1234.0,7,8000000.0
12000000,2007,50000.0,54,4000000.0
19500000,2022,123.0,66,11000000.0
52500000,2022,1.0,6,49000000.0
19500000,2013,3900.0,9,13000000.0
18500000,2001,3900.0,28,7000000.0
65000000,2017,6868.0,12,49000000.0
28000000,2017,30000.0,1,20000000.0
12990000,2010,116000.0,1,12000000.0
90000000,2024,1000.0,11,59000000.0
13500000,2012,71000.0,19,10000000.0
8900000,2009,9999.0,1,8000000.0
21000000,2018,4000.0,67,22992708.333333332
25000000,2013,1.0,9,13000000.0
35500000,2014,9999.0,18,37000000.0
31000000,2022,9000.0,19,26000000.0
33500000,2021,18000.0,20,32000000.0
22500000,2023,25270.475993804852,10,11000000.0
34500000,2022,10000.0,1,31000000.0
15500000,2020,123.0,7,11000000.0
4000000,2025,30000.0,7,12000000.0
18500000,2019,1.0,24,14000000.0
38800000,2023,17000.0,1,36000000.0
35000000,2019,6000.0,40,35000000.0
15500000,2023,12.0,10,11000000.0
25000000,2016,21.0,1,20000000.0
29800000,2019,25000.0,1,24000000.0
22000000,2020,21000.0,5,17000000.0
20800000,2019,250000.0,24,14000000.0
16500000,2005,30.0,28,12000000.0
34000000,2020,9000.0,70,24000000.0
43800000,2023,7000.0,20,36000000.0
34000000,2020,1.0,22,30000000.0
8000000,2009,80000.0,51,10000000.0
32500000,2021,8000.0,27,27000000.0
45500000,2018,21.0,20,40000000.0
60000000,2021,12000.0,11,44000000.0
27000000,2016,12000.0,68,25000000.0
36000000,2021,12000.0,1,32000000.0
31500000,2022,10.0,19,26000000.0
29000000,2015,12000.0,59,28000000.0
9000000,2013,100000.0,1,13000000.0
58000000,2018,12000.0,18,57000000.0
9500000,2008,35.0,34,7000000.0
75000000,2023,2000.0,68,89000000.0
26000000,2014,12000.0,25,16000000.0
34000000,2015,18000.0,6,27000000.0
8300000,2008,1234.0,8,6000000.0
19999999,1980,100000.0,2,5000000.0
2800000,2005,5000.0,8,6000000.0
31900000,2020,4000.0,3,25000000.0
69800000,2024,1800.0,18,77000000.0
11000,2010,75000.0,1,12000000.0
9000000,1998,888.0,107,10000000.0
5600000,2016,20000.0,35,4000000.0
15000000,2022,13000.0,7,14000000.0
8200000,2014,46000.0,10,4000000.0
6200000,2013,20.0,0,4000000.0
73000000,2019,350000.0,18,62000000.0
4800000,1981,0.0,2,7000000.0
10800000,2014,68.0,8,7000000.0
36000000,2016,2.0,6,30000000.0
20000000,2013,25.0,1,13000000.0
40000000,2021,14000.0,54,34000000.0
42000,2009,20000.0,108,22992708.333333332
33500000,2015,1.0,11,23000000.0
26500000,2020,395690.0,13,22000000.0
58500000,2020,1.0,11,40000000.0
60500000,2022,1.0,11,51000000.0
26500000,2016,1.0,1,20000000.0
7500000,2009,12345.0,8,6000000.0
38800000,2023,15000.0,20,36000000.0
10000000,2012,0.0,1,9000000.0
74800000,2025,2000.0,59,72000000.0
40900000,2018,10.0,11,36000000.0
7800000,2021,3000.0,82,7000000.0
8500000,2013,0.0,7,7000000.0
25000000,2019,20000.0,65,24000000.0
7900000,2019,63000.0,82,6000000.0
5500000,2012,38.0,0,3000000.0
12000000,2024,12.0,8,13000000.0
14500000,2012,48.0,19,10000000.0
9300000,2002,123456.0,7,10000000.0
20500000,2015,99999.0,11,23000000.0
57000000,2021,5000.0,59,54000000.0
21500000,2014,1.0,1,15000000.0
26000000,2022,10000.0,20,33000000.0
9500000,2012,123456.0,8,6000000.0
29800000,2020,15000.0,1,30000000.0
19000000,2025,2000.0,8,11000000.0
26000000,2016,150000.0,37,19000000.0
7300000,2008,12121.0,7,7000000.0
52800000,2025,600.0,20,41000000.0
20500,2018,50000.0,32,9000000.0
17500000,2012,55555.0,109,23000000.0
27500000,2020,11000.0,3,25000000.0
27000000,1991,93000.0,51,32000000.0
27500000,2020,13000.0,3,25000000.0
71500000,2024,9000.0,18,77000000.0
115000000,1993,123456.0,91,22992708.333333332
5500000,2000,50000.0,28,11000000.0
12500000,2016,0.0,8,7000000.0
4500000,2014,999.0,7,7000000.0
50500,2022,9000.0,6,49000000.0
4,2023,6000.0,20,36000000.0
32000000,2015,0.0,18,39000000.0
9800000,2012,68.0,1,9000000.0
18000000,2018,5000.0,67,22992708.333333332
16800000,2020,3838.0,5,17000000.0
19800000,2008,59000.0,38,23000000.0
75000000,2018,38000.0,110,22992708.333333332
5500000,2011,0.0,35,3000000.0
75000000,2010,20000.0,18,92000000.0
23500000,2014,500000.0,9,14000000.0
5500000,2011,23456.0,16,4000000.0
4200000,2014,23456.0,35,4000000.0
7200000,2016,23456.0,8,7000000.0
8700000,2009,23456.0,7,6000000.0
41000000,2018,18000.0,6,35000000.0
21500000,2016,18000.0,49,15000000.0
24500000,2016,100000.0,9,14000000.0
18200000,2019,100000.0,53,21000000.0
95000000,2011,44000.0,18,119000000.0
12500000,2014,15000.0,32,9000000.0
38500000,2023,11000.0,1,36000000.0
40000000,2004,95.0,38,14000000.0
7200000,2014,1234.0,7,7000000.0
74800000,2023,9800.0,18,80000000.0
33000000,2020,28000.0,70,24000000.0
26500000,2019,18.0,19,20000000.0
21500000,2015,12000.0,1,16000000.0
10000000,1989,10200.0,107,9000000.0
68500000,2022,12000.0,18,73000000.0
45000000,2014,12000.0,18,37000000.0
69500000,2024,1800.0,18,77000000.0
4200000,2012,12345.0,0,3000000.0
13500000,1997,0.0,28,14000000.0
3200000,2013,1234.0,111,4000000.0
22000000,2012,47000.0,44,16000000.0
20000000,2010,20000.0,51,13000000.0
8000000,2012,8969.0,27,7000000.0
62000000,2022,12874.0,4,109000000.0
5800000,2007,100.0,112,18000000.0
10900000,2014,38000.0,32,9000000.0
5500000,2012,20000.0,0,3000000.0
165000000,2015,123456.0,55,148000000.0
55000000,2011,71000.0,112,22992708.333333332
8900000,2010,60000.0,8,6000000.0
6500000,2012,55000.0,43,6000000.0
12500000,2013,42000.0,1,13000000.0
28000000,2019,17.0,14,17000000.0
15000000,2023,370000.0,113,12000000.0
8900000,2013,20.0,8,7000000.0
3800000,2015,1000.0,10,5000000.0
13500000,2018,35.0,34,12000000.0
39000000,2019,23000.0,11,40000000.0
43300000,1997,33333.0,11,39000000.0
4200000,2011,9999.0,0,3000000.0
12900000,1995,9999.0,2,9000000.0
59800000,2019,18000.0,18,62000000.0
5000000,2010,100.0,16,3000000.0
29200000,2011,40000.0,114,26000000.0
8200000,2012,12239.0,7,7000000.0
88500000,2023,10000.0,30,133000000.0
4800000,2005,5555.0,43,5000000.0
6900000,2010,32154.0,8,6000000.0
10000000,2011,10000.0,8,6000000.0
38500000,2020,15000.0,22,30000000.0
38500000,2020,9900.0,58,36000000.0
12000000,2015,40000.0,71,11000000.0
25000000,2017,37.0,9,16000000.0
4900000,2010,79000.0,82,3000000.0
33000000,2019,150000.0,84,28000000.0
8400000,2011,46469.0,8,6000000.0
8700000,2012,46764.0,27,7000000.0
9800000,2014,1234.0,8,7000000.0
36500000,2021,15.0,22,31000000.0
12700000,2020,12.0,10,6000000.0
24500000,2020,20000.0,95,22000000.0
20000000,2001,20000.0,38,13000000.0
42000000,2018,2000.0,115,24000000.0
13000000,2012,123.0,1,9000000.0
13000000,2001,10000.0,38,13000000.0
20500000,2019,13000.0,3,22000000.0
22500000,2017,16000.0,49,16000000.0
62000000,2024,9.0,22,45000000.0
35000000,2020,16000.0,20,32000000.0
42000000,2018,14000.0,6,35000000.0
42000000,2018,15000.0,6,35000000.0
16500000,2021,8000.0,87,15000000.0
26000000,2019,18000.0,27,24000000.0
52000000,2020,12000.0,94,45000000.0
68000000,2021,9700.0,94,45000000.0
21800000,2015,16000.0,1,16000000.0
9500000,2011,46000.0,8,6000000.0
38500000,2023,1.0,1,36000000.0
7500000,2017,20000.0,116,7000000.0
11500000,2012,100.0,1,9000000.0
12000000,2013,40000.0,8,7000000.0
12300000,2012,40000.0,1,9000000.0
24500000,2014,12345.0,9,14000000.0
11000000,1997,199999.0,2,8000000.0
8500000,2011,60000.0,27,7000000.0
36000000,2016,68000.0,18,45000000.0
4800000,1995,123456.0,80,10000000.0
10000000,2014,20000.0,11,17000000.0
8700000,2013,1234.0,7,7000000.0
9500000,2012,12122.0,8,6000000.0
38500000,2023,9000.0,1,36000000.0
25800000,2013,688679.0,9,13000000.0
7500000,2010,23456.0,7,6000000.0
4800000,2010,0.0,111,4000000.0
56000000,2017,14.0,18,56000000.0
27000000,2019,36000.0,51,22000000.0
7500000,1993,30000.0,2,6000000.0
31500000,2019,1.0,20,30000000.0
26500000,2019,12000.0,19,20000000.0
7500000,1996,50000.0,2,7000000.0
75000000,2019,12000.0,18,62000000.0
26500000,2020,12000.0,9,22000000.0
41800000,2025,1000.0,20,41000000.0
23500000,2016,800.0,13,22000000.0
